"","Tumor_1","Tumor_2","Tumor_3","Tumor_4","Tumor_5","Normal_1","Normal_2","Normal_3","Normal_4","Normal_5"
"ENSG00000198301.12",3436,4442,3892,3013,6247,2597,1316,2515,2712,2096
"ENSG00000198312.4",1,0,1,0,0,1,0,0,0,1
"ENSG00000198315.11",3274,2590,7653,439,3020,2569,1048,2663,1291,1063
"ENSG00000198324.13",1201,983,676,1140,1455,606,316,829,865,1445
"ENSG00000198326.10",4,1,0,0,1,0,0,0,0,0
"ENSG00000198331.11",448,889,877,461,887,224,169,334,161,273
"ENSG00000198336.9",24,12,8,73,7,22,9,2,2,15
"ENSG00000198342.10",99,186,246,115,34,119,83,177,100,153
"ENSG00000198346.11",526,1022,1210,205,974,386,159,857,213,364
"ENSG00000198353.8",479,496,14,172,122,197,106,157,269,235
"ENSG00000198354.7",21,5,7,2,122,30,21,42,38,41
"ENSG00000198355.5",4597,2277,3125,7991,4763,3072,3466,2663,5200,5392
"ENSG00000198356.12",4273,5100,4307,5830,3460,2248,1868,2513,3455,5519
"ENSG00000198358.4",1,1,0,0,0,0,1,0,0,2
"ENSG00000198363.18",38049,32636,41208,5479,22137,16598,22506,10666,14188,10737
"ENSG00000198367.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000198369.10",5627,12575,5503,1985,1866,3661,1445,3611,4688,2108
"ENSG00000198373.13",3986,3616,4206,3584,4363,2989,2020,4224,4996,5013
"ENSG00000198380.13",12742,25745,15020,3832,9302,5884,6385,4834,7157,3194
"ENSG00000198382.9",2349,2551,2566,1299,2491,2471,3694,1831,2421,1673
"ENSG00000198390.5",0,0,0,0,0,0,0,0,0,0
"ENSG00000198393.8",934,1003,1283,522,723,635,277,726,633,582
"ENSG00000198398.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000198399.15",3437,6309,4775,736,4259,2723,1851,2308,2593,1262
"ENSG00000198400.12",23,24,11,35,15,40,103,31,5,68
"ENSG00000198406.7",50,89,48,15,24,11,30,38,29,12
"ENSG00000198408.14",13284,25328,43847,7128,10452,11440,7128,9148,8800,6693
"ENSG00000198414.5",0,0,0,0,0,0,1,0,0,0
"ENSG00000198416.9",78,94,99,3,78,80,30,87,51,22
"ENSG00000198417.7",101,384,1108,1464,893,304,578,494,578,1029
"ENSG00000198420.10",2131,3610,2296,731,1742,1587,1404,1968,2030,832
"ENSG00000198429.10",204,542,367,170,477,281,174,335,177,335
"ENSG00000198431.16",6855,7134,8833,1439,4132,3321,1890,2959,3879,2261
"ENSG00000198435.4",602,554,320,692,1791,477,216,414,549,615
"ENSG00000198440.9",207,317,1002,89,80,195,137,272,184,195
"ENSG00000198443.6",23,0,0,0,0,0,0,0,0,0
"ENSG00000198445.4",0,1,0,0,0,0,0,0,0,0
"ENSG00000198452.8",4,0,2,2,0,1,1,1,1,2
"ENSG00000198453.13",481,971,2025,238,173,644,231,812,460,532
"ENSG00000198454.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000198455.4",1569,3676,3307,551,1553,834,484,1058,1091,711
"ENSG00000198464.14",1481,3205,2359,444,1004,991,286,1130,718,491
"ENSG00000198466.12",909,7409,5652,532,887,1167,256,1001,615,625
"ENSG00000198467.16",7138,1897,610,24892,4748,15032,3271,10745,22404,41104
"ENSG00000198468.9",104,224,254,432,31,21,80,36,109,146
"ENSG00000198471.1",0,0,6,0,0,0,0,0,0,0
"ENSG00000198478.8",3070,407,693,603,412,2667,2273,3067,2814,1956
"ENSG00000198482.14",429,714,1160,123,312,370,185,341,207,161
"ENSG00000198483.13",138,86,16,179,21,440,517,475,996,1428
"ENSG00000198488.10",0,8,0,0,0,0,0,0,8,0
"ENSG00000198491.3",0,0,0,0,0,0,0,2,1,4
"ENSG00000198492.16",4999,6908,5235,3586,8065,4619,1701,4555,6706,4808
"ENSG00000198496.12",349,418,970,412,119,352,151,210,136,689
"ENSG00000198498.10",908,1380,1373,789,2077,805,715,844,1006,995
"ENSG00000198502.6",2224,6204,2688,5409,5589,7956,1318,1998,2629,11229
"ENSG00000198513.13",631,114,138,64,1023,791,140,902,1284,755
"ENSG00000198515.16",0,64,31,1,75,146,62,224,243,324
"ENSG00000198517.10",1005,932,368,1603,889,2298,917,1035,2233,2503
"ENSG00000198520.12",69,61,37,50,129,55,9,52,59,155
"ENSG00000198521.12",908,6371,3844,1614,1537,842,513,1570,886,855
"ENSG00000198522.14",1864,3579,2523,2226,3143,1181,919,1366,1935,1693
"ENSG00000198523.6",503,215,167,105,28,288,816,62,182,160
"ENSG00000198526.7",0,0,1,0,0,0,0,0,0,1
"ENSG00000198535.5",650,5,0,8,4,24,5,48,76,115
"ENSG00000198538.11",1484,3552,3307,440,1927,854,374,1217,649,516
"ENSG00000198542.14",2235,840,752,498,233,492,223,796,1279,235
"ENSG00000198546.15",208,296,197,635,412,159,194,196,321,557
"ENSG00000198547.10",2,1,2,2,1,10,1,4,2,13
"ENSG00000198551.10",1467,2877,3298,432,1794,1063,365,1547,977,977
"ENSG00000198553.9",6,3,6,4,2,10,1,7,11,12
"ENSG00000198554.12",650,1778,940,715,3094,352,113,279,305,241
"ENSG00000198555.7",0,1,0,0,0,0,1,0,0,0
"ENSG00000198556.14",205,489,832,188,274,398,131,475,337,420
"ENSG00000198561.15",1319,750,1872,955,1010,1039,457,1368,1663,1306
"ENSG00000198563.14",2165,4358,6303,2237,4528,3592,1344,3345,1797,2576
"ENSG00000198569.10",38,24,7,21,20,16,2,4,0,11
"ENSG00000198570.6",1,9,2,16,1,0,3,0,0,1
"ENSG00000198573.7",0,1,0,0,0,0,0,0,0,2
"ENSG00000198574.6",11,30,6,1,4,20,11,12,26,3
"ENSG00000198576.4",19,6,2,12,154,252,44,325,1242,2805
"ENSG00000198580.7",23,10,15,41,36,22,15,18,19,22
"ENSG00000198585.12",2758,4136,6750,3274,3302,3052,3454,2665,4205,3127
"ENSG00000198586.14",4620,11859,4589,1698,6426,3389,1672,4191,4128,2414
"ENSG00000198589.14",14858,18607,31738,5027,10260,5876,1130,7440,7135,3381
"ENSG00000198590.12",51,71,67,59,25,46,12,42,22,37
"ENSG00000198597.9",4,1,1,0,1,1,6,0,1,5
"ENSG00000198598.6",677,190,110,2656,98,163,185,203,228,322
"ENSG00000198601.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000198604.11",3543,8072,1774,3907,5939,2319,1260,2026,2466,1103
"ENSG00000198610.11",1,2,9,1,2,0,1,2,8,0
"ENSG00000198612.11",3951,5102,5270,3015,4741,2102,1746,1988,2994,2747
"ENSG00000198618.5",1427,1380,2133,2794,2063,878,699,871,1532,1026
"ENSG00000198624.13",774,333,777,550,831,4343,13562,1548,3560,3902
"ENSG00000198625.13",2000,6466,5581,1787,2433,2549,1040,2111,1670,1624
"ENSG00000198626.17",125,23,33,12,286,65,37,15,44,32
"ENSG00000198633.10",4,2,8,0,5,8,4,7,10,3
"ENSG00000198642.7",4035,7709,8209,795,6161,3733,1595,3731,3641,2478
"ENSG00000198643.7",4,12,8,0,9,483,0,600,264,152
"ENSG00000198646.14",5579,10507,7946,10141,7534,3608,2206,3694,4068,1895
"ENSG00000198648.11",3141,16041,4811,999,1210,1829,4173,976,1706,1565
"ENSG00000198650.11",9,470,47,0,22,13204,6,30360,9128,1137
"ENSG00000198658.4",2,3,5,4,5,6,9,2,8,4
"ENSG00000198663.17",12077,6224,17251,5122,11727,7603,4270,6876,9982,6309
"ENSG00000198668.13",28204,30602,24819,13885,20790,14862,11060,9893,20769,14020
"ENSG00000198670.12",9,0,1,0,7,5,0,1,4,1
"ENSG00000198671.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000198673.10",31,58,87,13,65,64,119,56,68,75
"ENSG00000198674.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000198677.12",8888,10468,9751,1215,4928,5128,2965,4318,4259,2547
"ENSG00000198678.5",0,0,0,0,1,0,0,0,0,0
"ENSG00000198680.4",1169,1324,1423,1624,1550,925,657,1180,1740,2343
"ENSG00000198681.7",0,2274,0,2998,0,0,0,2,5,0
"ENSG00000198682.13",4843,3489,23107,770,4064,1871,1368,1735,1822,1512
"ENSG00000198685.4",1,0,0,0,0,0,2,0,0,3
"ENSG00000198689.13",655,384,2087,232,1905,762,795,844,1049,586
"ENSG00000198690.10",2815,1373,2285,583,1099,1699,895,1506,1022,687
"ENSG00000198691.13",141,606,71,25,198,159,42,212,297,131
"ENSG00000198692.10",0,0,0,2895,0,0,1,0,2,0
"ENSG00000198695.2",30757,35298,155310,14518,9023,56747,100386,50453,64808,62932
"ENSG00000198700.10",6965,21642,11203,7230,15797,3859,2316,3829,5034,3136
"ENSG00000198703.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000198704.9",1,0,0,0,0,0,0,0,0,0
"ENSG00000198707.17",2251,3064,4330,456,933,1603,535,1066,1273,556
"ENSG00000198711.5",20,36,42,3,12,20,11,35,29,13
"ENSG00000198712.1",170415,322761,1037406,263459,145449,179860,275096,100685,157828,147499
"ENSG00000198715.13",1668,3533,2724,1815,3193,910,667,1094,1483,1792
"ENSG00000198718.13",1632,2282,2184,473,817,1525,722,1661,1180,745
"ENSG00000198719.9",434,479,89,249,399,613,794,511,558,628
"ENSG00000198720.13",270,563,1226,1063,1369,433,284,249,469,541
"ENSG00000198721.13",2832,1410,1672,914,525,1014,2188,1430,1763,2238
"ENSG00000198722.14",5361,5919,4941,1060,2892,3638,1850,2552,3635,2190
"ENSG00000198723.11",16,177,285,80,33,21,1,22,2,22
"ENSG00000198727.2",201236,402496,727283,67659,61443,241117,467444,147249,220915,155830
"ENSG00000198728.11",4477,13688,5306,7208,5887,4663,1605,5469,4978,7050
"ENSG00000198729.5",558,7,2,13,8970,307,8,329,1362,948
"ENSG00000198730.9",5156,6426,7578,2926,3363,3844,1703,4174,4347,3231
"ENSG00000198732.11",288,84,16,58,1741,695,1717,460,849,552
"ENSG00000198734.12",265,66,130,15,514,22,170,120,96,12
"ENSG00000198736.12",2489,1730,913,5992,1072,833,2379,819,1326,2605
"ENSG00000198738.4",0,0,0,0,0,0,0,0,1,0
"ENSG00000198739.11",2,1,1,0,0,4,4,0,1,0
"ENSG00000198740.9",7106,6458,7792,1524,2436,2852,847,5126,3048,1872
"ENSG00000198742.10",1871,3250,2053,907,3839,1648,2031,1675,2163,1767
"ENSG00000198743.7",5081,1468,2726,374,9078,2995,979,2369,1636,635
"ENSG00000198744.5",85,192,341,38,22,40,188,52,75,51
"ENSG00000198746.13",496,470,443,1295,678,568,462,785,708,1236
"ENSG00000198752.11",8055,10590,6745,1727,11353,7318,4503,5025,7425,2792
"ENSG00000198753.12",686,1793,479,555,1333,927,694,887,697,666
"ENSG00000198754.5",6,5,0,5,12,2,2,10,15,31
"ENSG00000198755.11",33890,40260,34761,53368,40992,41862,35006,42985,58686,83135
"ENSG00000198756.12",22,17,18,8,92,193,68,93,491,176
"ENSG00000198758.11",3,2,3,5,0,2,1,2,0,2
"ENSG00000198759.12",913,82,11,114,458,378,0,39,189,60
"ENSG00000198763.3",152390,281645,691842,39061,92189,195558,337973,120909,166886,137010
"ENSG00000198765.12",0,1,0,0,0,5,7,2,3,2
"ENSG00000198768.11",181,43,30,91,347,1526,43,1285,1536,876
"ENSG00000198771.11",797,550,627,290,1616,2110,617,2207,2092,1229
"ENSG00000198774.5",189,33,127,16,1166,313,382,532,209,242
"ENSG00000198780.12",305,311,2019,3,92,115,16,136,128,19
"ENSG00000198783.6",1088,2104,1398,939,1289,931,480,1130,776,1308
"ENSG00000198785.7",44,50,74,15,50,55,8,47,114,52
"ENSG00000198786.2",103403,142332,485912,16947,38262,187109,232798,127369,145128,55073
"ENSG00000198787.5",0,0,0,0,0,0,0,0,0,0
"ENSG00000198788.9",240,6,0,1,19,2,0,0,44,1
"ENSG00000198791.12",5032,8370,5512,5464,6776,3447,2318,4497,4501,3538
"ENSG00000198792.13",7134,7062,8904,10395,8252,3854,2330,3161,4799,5290
"ENSG00000198793.13",5432,5542,4342,1672,9020,5095,2304,3915,5519,2542
"ENSG00000198794.12",2183,2898,9638,3674,1116,481,136,734,1092,1060
"ENSG00000198795.11",2270,564,1412,360,7018,1673,1377,1540,2310,1173
"ENSG00000198796.7",144,94,14,12,155,62,40,47,26,97
"ENSG00000198797.7",38,55,71,24,3,54,72,79,368,247
"ENSG00000198798.5",0,0,7,0,0,0,0,0,0,0
"ENSG00000198799.12",1195,1556,2555,634,1552,1095,745,1545,768,904
"ENSG00000198804.2",562000,1307320,2201602,197344,208806,519386,761255,293680,408523,264944
"ENSG00000198805.12",1516,2046,617,2620,3400,733,476,416,1922,1101
"ENSG00000198807.13",206,3355,222,159,97,317,9,396,172,220
"ENSG00000198812.5",0,0,0,0,0,0,0,0,0,0
"ENSG00000198814.13",426,1840,1295,397,573,183,52,263,266,160
"ENSG00000198815.9",3538,4680,7790,1335,39379,4152,3032,4095,4293,2383
"ENSG00000198816.7",593,2051,1646,4091,2409,1331,1125,1566,2087,4431
"ENSG00000198818.10",2687,3603,514,2431,2007,1492,1449,1802,1887,2668
"ENSG00000198821.11",31,61,53,37,244,167,66,317,201,235
"ENSG00000198822.10",2,3,7,2,0,5,3,5,2,2
"ENSG00000198824.7",2363,2570,2076,615,4676,1748,930,1838,1661,1074
"ENSG00000198825.15",2564,2673,2318,694,2341,1237,1199,1456,1381,1193
"ENSG00000198826.11",816,1135,1178,850,2785,162,69,90,106,78
"ENSG00000198829.6",193,64,599,17,278,182,107,94,89,52
"ENSG00000198830.11",6883,9394,15902,25354,14725,5482,3861,8263,9838,13427
"ENSG00000198832.10",5321,4454,3442,17140,4314,1800,2439,3152,6626,14945
"ENSG00000198833.7",8679,4786,3959,2406,7812,4018,2233,3418,6402,3520
"ENSG00000198835.4",78,18,18,116,32,39,80,39,444,328
"ENSG00000198836.11",8581,7880,10630,2505,6315,3578,2815,3040,3813,2119
"ENSG00000198837.10",2277,4552,3901,1928,5192,2496,1450,1989,2132,1918
"ENSG00000198838.14",84,30,110,40,201,783,165,279,453,257
"ENSG00000198839.10",1612,1762,1291,565,1786,997,998,1138,1176,1249
"ENSG00000198840.2",40594,66121,116615,31478,28061,67221,179388,41321,67388,75390
"ENSG00000198841.4",112,184,231,338,336,114,72,135,131,256
"ENSG00000198842.10",10,29,10,2,43,23,3,8,20,57
"ENSG00000198843.13",11947,11034,9586,3727,3802,3183,2087,4202,5563,3968
"ENSG00000198844.12",661,399,937,630,308,2726,2616,782,2487,1349
"ENSG00000198846.6",103,79,92,8,1044,176,33,204,218,99
"ENSG00000198848.13",456,163,11,308,182,5727,2310,1403,5185,4789
"ENSG00000198851.10",90,169,99,100,618,436,115,798,420,603
"ENSG00000198853.12",2203,1802,2029,918,1959,2110,1646,1788,2044,2548
"ENSG00000198854.5",0,0,0,0,0,0,0,0,0,0
"ENSG00000198855.7",1183,1030,1550,457,338,531,181,438,452,539
"ENSG00000198856.13",5442,5985,4255,4095,6837,2175,1369,2679,3809,3889
"ENSG00000198857.3",35,8,47,2,42,28,26,15,3,2
"ENSG00000198858.10",1657,4476,3933,5820,5427,2579,1112,2738,4593,6496
"ENSG00000198860.13",2542,5337,1409,1676,2902,1081,628,1196,1572,1344
"ENSG00000198862.14",3337,4269,2103,678,5653,2586,1067,2054,2002,780
"ENSG00000198863.7",2401,6389,4575,1658,1540,2349,568,3023,2954,2270
"ENSG00000198865.10",147,20,27,19,9,75,96,67,95,95
"ENSG00000198868.3",2,0,24,1,1,1,7,1,15,0
"ENSG00000198870.8",34,67,72,66,122,73,27,84,62,87
"ENSG00000198873.12",581,310,1506,573,398,1256,1978,764,2013,2019
"ENSG00000198874.13",1756,2174,1699,624,756,994,602,1118,1382,1033
"ENSG00000198876.13",4183,7258,7488,1908,13026,2913,1295,3240,3406,2409
"ENSG00000198879.12",1191,3519,446,175,3607,2166,158,1606,1261,927
"ENSG00000198881.10",2,21,8,0,12,18,1,14,4,17
"ENSG00000198883.12",2,2,0,0,8,5,0,8,1,1
"ENSG00000198885.10",47,29,37,18,90,680,223,589,625,679
"ENSG00000198886.2",407404,798557,1785319,114049,232265,363244,833806,259374,331531,237718
"ENSG00000198887.9",2327,4830,1404,816,4169,2656,946,2404,3312,1678
"ENSG00000198888.2",123257,350475,592357,37966,54347,191354,356465,134779,216901,123500
"ENSG00000198889.5",0,0,0,0,0,4,0,0,5,1
"ENSG00000198890.9",1256,696,3081,922,1406,942,320,932,1212,1034
"ENSG00000198892.7",967,2565,2641,2204,595,441,283,595,889,1654
"ENSG00000198894.8",1807,4394,2609,849,2352,2375,1558,2255,1817,1288
"ENSG00000198898.14",8187,8555,8389,3332,5972,4409,4428,4351,6958,5585
"ENSG00000198899.2",138546,287249,533365,43212,66412,116460,258006,78842,130583,86776
"ENSG00000198900.6",9609,16273,7461,6041,8605,4134,2190,4098,4817,2968
"ENSG00000198901.14",5,24,14,19,30,13,1,9,5,5
"ENSG00000198908.12",0,1,3,1,1,5,0,4,3,0
"ENSG00000198909.8",1843,1655,2168,3863,2978,2910,2396,2170,3704,2451
"ENSG00000198910.14",7223,37,16611,23,6279,358,379,180,682,406
"ENSG00000198911.12",21800,6601,22721,11567,12024,6474,3594,7500,8413,9961
"ENSG00000198912.11",880,1307,1035,869,2302,784,592,1122,797,1383
"ENSG00000198914.5",0,1,1,1,17,0,12,4,14,76
"ENSG00000198915.12",206,297,1435,1154,1805,511,15,1146,783,731
"ENSG00000198917.13",1,6,2,3,9,2,1,7,2,2
"ENSG00000198918.8",7754,9797,8215,11744,10318,5566,9864,5342,7213,9724
"ENSG00000198919.13",1624,1901,4781,468,1612,985,708,1010,1127,729
"ENSG00000198920.11",908,2593,2484,908,2015,1023,350,1145,811,847
"ENSG00000198923.4",0,0,0,0,0,0,0,0,0,0
"ENSG00000198924.8",904,3428,1979,524,1839,803,313,922,797,415
"ENSG00000198925.12",1284,1587,1623,405,2954,1510,1161,1379,1760,820
"ENSG00000198929.13",120,1567,360,40,112,369,45,547,219,170
"ENSG00000198930.13",2,0,1,1691,1,0,0,1,0,0
"ENSG00000198931.11",4119,3525,2814,5845,3492,2669,2780,3021,4251,8821
"ENSG00000198932.13",570,178,596,95,199,1391,895,1535,1648,941
"ENSG00000198933.9",366,501,301,306,392,759,733,802,758,954
"ENSG00000198934.5",684,919,2933,38,712,371,140,648,574,426
"ENSG00000198937.9",516,907,2165,3360,1498,213,114,190,215,680
"ENSG00000198938.2",280968,759304,989358,163528,117461,278122,486122,155577,235905,213834
"ENSG00000198939.8",190,350,365,44,61,206,98,288,226,182
"ENSG00000198944.6",262,5173,417,78,21,266,134,340,250,142
"ENSG00000198945.8",584,420,633,111,773,525,320,424,554,329
"ENSG00000198947.16",295,154,284,85,267,6219,2831,4634,4393,2112
"ENSG00000198948.12",3298,1163,1013,96,1154,723,162,2224,371,842
"ENSG00000198951.12",2950,4033,5704,3116,4928,1792,869,1987,3385,2487
"ENSG00000198952.8",5810,17795,9156,11115,22510,4388,2316,5050,4460,6262
"ENSG00000198954.9",4550,5990,5325,3091,2164,1564,989,1478,2189,1766
"ENSG00000198959.12",2892,2780,3645,1494,4143,3196,2511,909,2908,1882
"ENSG00000198960.11",574,2183,211,693,831,594,278,724,691,1073
"ENSG00000198961.10",15663,13491,16377,2381,6293,10505,7256,8739,11771,5223
"ENSG00000198963.11",175,13,708,22,26,64,1389,25,181,67
"ENSG00000198964.14",1873,6155,2535,690,1338,1569,981,1623,2054,1226
"ENSG00000198965.4",0,0,0,0,0,0,0,0,0,0
"ENSG00000198967.4",0,0,0,0,0,0,0,0,0,0
"ENSG00000198972.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000198973.4",0,0,0,0,0,0,0,0,0,0
"ENSG00000198974.3",0,0,1,0,0,4,0,0,0,0
"ENSG00000198975.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000198976.1",3,11,2,15,5,14,0,15,10,41
"ENSG00000198982.4",0,0,0,0,0,0,0,0,0,0
"ENSG00000198983.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000198984.1",0,3,0,0,0,0,0,0,0,1
"ENSG00000198987.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000198995.3",0,0,1,0,0,0,0,0,0,0
"ENSG00000198997.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000199001.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199005.4",0,0,0,0,0,0,0,0,0,0
"ENSG00000199012.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000199015.4",0,0,0,0,0,0,0,0,0,0
"ENSG00000199017.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000199020.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000199023.3",2,3,2,3,1,9,1,5,0,9
"ENSG00000199024.1",0,0,1,0,0,2,1,1,0,8
"ENSG00000199025.4",0,0,0,0,0,0,0,0,0,0
"ENSG00000199030.2",0,0,0,0,5,0,0,2,0,0
"ENSG00000199031.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199032.1",0,0,1,0,0,0,1,0,0,0
"ENSG00000199035.2",0,0,1,0,0,0,0,0,0,0
"ENSG00000199036.1",0,1,0,1,0,0,2,1,1,3
"ENSG00000199038.1",13,0,1,3,1,2,0,1,0,0
"ENSG00000199043.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199047.3",0,0,0,0,1,0,0,1,0,0
"ENSG00000199051.3",0,0,0,0,0,0,1,0,0,0
"ENSG00000199053.3",0,3,0,3,2,3,0,0,1,2
"ENSG00000199059.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000199065.3",0,0,1,0,0,0,0,0,0,0
"ENSG00000199069.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000199072.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000199075.1",0,0,1,0,0,0,0,1,0,0
"ENSG00000199077.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000199080.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199082.1",1,1,0,4,0,1,0,0,3,3
"ENSG00000199085.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000199088.5",0,0,0,0,0,0,0,0,0,0
"ENSG00000199090.1",0,0,1,0,0,0,0,1,0,0
"ENSG00000199092.4",0,0,0,0,0,0,0,0,0,0
"ENSG00000199094.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000199095.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199102.1",0,0,1,0,0,0,0,0,0,1
"ENSG00000199104.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000199107.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000199109.4",1,0,0,0,0,0,0,0,0,0
"ENSG00000199121.4",0,0,0,1,0,0,0,0,0,0
"ENSG00000199122.3",1,0,0,0,0,0,0,0,0,0
"ENSG00000199127.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199130.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000199132.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199133.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000199135.1",0,0,0,0,0,3,1,0,0,0
"ENSG00000199143.1",0,0,1,0,0,0,0,0,0,0
"ENSG00000199145.1",0,0,1,0,0,0,0,0,0,0
"ENSG00000199150.3",0,0,0,0,0,0,0,1,0,1
"ENSG00000199151.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000199153.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199156.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199157.2",0,0,0,0,0,0,0,2,0,0
"ENSG00000199158.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199161.1",1,1,1,6,0,12,19,2,2,7
"ENSG00000199165.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000199168.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000199169.1",0,1,0,0,0,0,0,0,0,0
"ENSG00000199172.3",7,8,16,1,1,3,2,6,1,0
"ENSG00000199177.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199179.3",0,0,0,0,0,0,0,0,1,8
"ENSG00000199196.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199197.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199200.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000199201.1",0,0,1,0,0,0,0,0,0,0
"ENSG00000199202.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199203.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199204.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199212.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199217.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199218.1",0,0,1,0,0,0,0,0,0,0
"ENSG00000199219.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199220.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199222.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199223.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199224.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199226.1",1,2,5,2,0,1,1,1,2,1
"ENSG00000199231.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199237.1",3,1,6,0,1,0,0,0,0,2
"ENSG00000199240.1",2,1,1,0,1,0,0,0,0,0
"ENSG00000199241.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199245.1",0,0,0,0,0,0,0,1,0,0
"ENSG00000199246.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199248.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199251.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199260.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199263.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199266.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199270.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199272.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199273.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199276.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199279.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199282.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199283.1",0,0,0,0,0,0,0,1,0,0
"ENSG00000199285.1",0,0,0,1,0,0,1,0,0,0
"ENSG00000199286.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199289.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199290.1",2,0,0,0,0,0,0,0,0,0
"ENSG00000199291.1",0,0,0,0,1,0,0,0,0,0
"ENSG00000199293.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199295.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199299.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199301.1",0,1,0,0,0,0,0,0,0,0
"ENSG00000199303.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199306.1",0,0,1,0,1,0,0,0,0,0
"ENSG00000199308.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199311.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199313.1",1,4,3,0,3,0,0,1,0,0
"ENSG00000199315.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199318.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199319.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199321.1",0,0,1,0,0,0,0,0,0,0
"ENSG00000199322.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199325.1",0,1,9,4,0,7,0,3,1,1
"ENSG00000199326.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000199327.1",0,0,1,0,0,0,0,0,0,0
"ENSG00000199331.1",2,9,4,0,4,0,0,6,0,0
"ENSG00000199332.1",0,0,0,0,0,0,1,0,0,0
"ENSG00000199334.1",0,0,0,0,0,0,0,0,0,0
